language1,language2,common_actors,paradigm1,paradigm2
PowerShell,Visual Basic,3,scripted,multi
PowerShell,Arduino,0,scripted,imperative
PowerShell,PLpgSQL,0,scripted,declarative
PowerShell,D,0,scripted,multi
PowerShell,Assembly,0,scripted,machine
PowerShell,Fortran,0,scripted,imperative
PowerShell,F#,2,scripted,multi
PowerShell,Batchfile,20,scripted,scripted
PowerShell,Mathematica,0,scripted,undefined
PowerShell,Crystal,0,scripted,oob
PowerShell,Apex,0,scripted,undefined
PowerShell,Elm,0,scripted,declarative
PowerShell,Smalltalk,0,scripted,oob
Shell,JavaScript,724,scripted,oob
Shell,Java,525,scripted,oob
Shell,Python,1028,scripted,oob
Shell,HTML,396,scripted,declarative
Shell,Ruby,314,scripted,oob
Shell,PHP,221,scripted,procedural
Shell,C++,262,scripted,procedural
Shell,C#,49,scripted,oob
Shell,TypeScript,103,scripted,oob
Shell,CSS,250,scripted,declarative
Shell,Go,406,scripted,multi
Shell,C,288,scripted,imperative
Shell,Shell,6220,scripted,scripted
Shell,Swift,24,scripted,multi
Shell,Scala,68,scripted,multi
Shell,PowerShell,20,scripted,scripted
Shell,Jupyter Notebook,59,scripted,oob
Shell,Rust,51,scripted,multi
Shell,Objective-C,17,scripted,oob
Shell,Kotlin,20,scripted,oob
Shell,R,19,scripted,multi
Shell,Lua,28,scripted,multi
Shell,Perl,67,scripted,multi
Shell,Julia,7,scripted,multi
Shell,Groovy,70,scripted,functional
Shell,Elixir,19,scripted,functional
Shell,CoffeeScript,16,scripted,multi
Shell,Haskell,20,scripted,functional
Shell,Clojure,10,scripted,functional
Shell,OCaml,11,scripted,functional
Shell,Matlab,6,scripted,multi
Shell,Nix,4,scripted,declarative
Shell,Vim script,29,scripted,scripted
Shell,Erlang,12,scripted,functional
Shell,Dart,2,scripted,oob
Shell,XSLT,23,scripted,declarative
Shell,Emacs Lisp,6,scripted,scripted
Shell,Visual Basic,4,scripted,multi
Shell,Arduino,4,scripted,imperative
Shell,PLpgSQL,7,scripted,declarative
Shell,D,9,scripted,multi
Shell,Assembly,7,scripted,machine
Shell,Fortran,7,scripted,imperative
Shell,F#,3,scripted,multi
Shell,Batchfile,10,scripted,scripted
Shell,Mathematica,1,scripted,undefined
Shell,Crystal,3,scripted,oob
Shell,Apex,1,scripted,undefined
Shell,Elm,2,scripted,declarative
Shell,Smalltalk,5,scripted,oob
Vim script,JavaScript,40,scripted,oob
Vim script,Java,5,scripted,oob
Vim script,Python,28,scripted,oob
Vim script,HTML,19,scripted,declarative
Vim script,Ruby,27,scripted,oob
Vim script,PHP,9,scripted,procedural
Vim script,C++,7,scripted,procedural
Vim script,C#,2,scripted,oob
Vim script,TypeScript,10,scripted,oob
Vim script,CSS,13,scripted,declarative
Vim script,Go,27,scripted,multi
Vim script,C,16,scripted,imperative
Vim script,Shell,29,scripted,scripted
Vim script,Swift,3,scripted,multi
Vim script,Scala,0,scripted,multi
Vim script,PowerShell,1,scripted,scripted
Vim script,Jupyter Notebook,0,scripted,oob
Vim script,Rust,2,scripted,multi
Vim script,Objective-C,1,scripted,oob
Vim script,Kotlin,0,scripted,oob
Vim script,R,0,scripted,multi
Vim script,Lua,3,scripted,multi
Vim script,Perl,3,scripted,multi
Vim script,Julia,0,scripted,multi
Vim script,Groovy,0,scripted,functional
Vim script,Elixir,4,scripted,functional
Vim script,CoffeeScript,2,scripted,multi
Vim script,Haskell,5,scripted,functional
Vim script,Clojure,0,scripted,functional
Vim script,OCaml,1,scripted,functional
Vim script,Matlab,0,scripted,multi
Vim script,Nix,1,scripted,declarative
Vim script,Vim script,368,scripted,scripted
Vim script,Erlang,0,scripted,functional
Vim script,Dart,1,scripted,oob
Vim script,XSLT,0,scripted,declarative
Vim script,Emacs Lisp,0,scripted,scripted
Vim script,Visual Basic,0,scripted,multi
Vim script,Arduino,0,scripted,imperative
Vim script,PLpgSQL,0,scripted,declarative
Vim script,D,0,scripted,multi
Vim script,Assembly,1,scripted,machine
Vim script,Fortran,0,scripted,imperative
Vim script,F#,2,scripted,multi
Vim script,Batchfile,0,scripted,scripted
Vim script,Mathematica,0,scripted,undefined
Vim script,Crystal,0,scripted,oob
Vim script,Apex,0,scripted,undefined
Vim script,Elm,0,scripted,declarative
Vim script,Smalltalk,0,scripted,oob
Apex,JavaScript,10,undefined,oob
Apex,Java,2,undefined,oob
Apex,Python,4,undefined,oob
Apex,HTML,2,undefined,declarative
Apex,Ruby,1,undefined,oob
Apex,PHP,0,undefined,procedural
Apex,C++,0,undefined,procedural
Apex,C#,0,undefined,oob
Apex,TypeScript,0,undefined,oob
Apex,CSS,1,undefined,declarative
Apex,Go,1,undefined,multi
Apex,C,0,undefined,imperative
Apex,Shell,1,undefined,scripted
Apex,Swift,0,undefined,multi
Apex,Scala,0,undefined,multi
Apex,PowerShell,0,undefined,scripted
Apex,Jupyter Notebook,0,undefined,oob
Apex,Rust,0,undefined,multi
Apex,Objective-C,0,undefined,oob
Apex,Kotlin,0,undefined,oob
Apex,R,0,undefined,multi
Apex,Lua,0,undefined,multi
Apex,Perl,0,undefined,multi
Apex,Julia,0,undefined,multi
Apex,Groovy,0,undefined,functional
Apex,Elixir,0,undefined,functional
Apex,CoffeeScript,0,undefined,multi
Apex,Haskell,0,undefined,functional
Apex,Clojure,0,undefined,functional
Apex,OCaml,0,undefined,functional
Apex,Matlab,0,undefined,multi
Apex,Nix,0,undefined,declarative
Apex,Vim script,0,undefined,scripted
Apex,Erlang,0,undefined,functional
Apex,Dart,0,undefined,oob
Apex,XSLT,0,undefined,declarative
Apex,Emacs Lisp,0,undefined,scripted
Apex,Visual Basic,0,undefined,multi
Apex,Arduino,0,undefined,imperative
Apex,PLpgSQL,0,undefined,declarative
Apex,D,0,undefined,multi
Apex,Assembly,0,undefined,machine
Apex,Fortran,0,undefined,imperative
Apex,F#,0,undefined,multi
Apex,Batchfile,0,undefined,scripted
Apex,Mathematica,0,undefined,undefined
Apex,Crystal,0,undefined,oob
Apex,Apex,84,undefined,undefined
Apex,Elm,0,undefined,declarative
Apex,Smalltalk,0,undefined,oob
Mathematica,JavaScript,3,undefined,oob
Mathematica,Java,1,undefined,oob
Mathematica,Python,3,undefined,oob
Mathematica,HTML,5,undefined,declarative
Mathematica,Ruby,1,undefined,oob
Mathematica,PHP,1,undefined,procedural
Mathematica,C++,1,undefined,procedural
Mathematica,C#,17,undefined,oob
Mathematica,TypeScript,0,undefined,oob
Mathematica,CSS,0,undefined,declarative
Mathematica,Go,1,undefined,multi
Mathematica,C,2,undefined,imperative
Mathematica,Shell,1,undefined,scripted
Mathematica,Swift,0,undefined,multi
Mathematica,Scala,0,undefined,multi
Mathematica,PowerShell,0,undefined,scripted
Mathematica,Jupyter Notebook,1,undefined,oob
Mathematica,Rust,0,undefined,multi
Mathematica,Objective-C,0,undefined,oob
Mathematica,Kotlin,0,undefined,oob
Mathematica,R,0,undefined,multi
Mathematica,Lua,0,undefined,multi
Mathematica,Perl,0,undefined,multi
Mathematica,Julia,0,undefined,multi
Mathematica,Groovy,0,undefined,functional
Mathematica,Elixir,0,undefined,functional
Mathematica,CoffeeScript,0,undefined,multi
Mathematica,Haskell,0,undefined,functional
Mathematica,Clojure,0,undefined,functional
Mathematica,OCaml,0,undefined,functional
Mathematica,Matlab,0,undefined,multi
Mathematica,Nix,0,undefined,declarative
Mathematica,Vim script,0,undefined,scripted
Mathematica,Erlang,0,undefined,functional
Mathematica,Dart,0,undefined,oob
Mathematica,XSLT,0,undefined,declarative
Mathematica,Emacs Lisp,0,undefined,scripted
Mathematica,Visual Basic,0,undefined,multi
Mathematica,Arduino,0,undefined,imperative
Mathematica,PLpgSQL,0,undefined,declarative
Mathematica,D,0,undefined,multi
Mathematica,Assembly,0,undefined,machine
Mathematica,Fortran,0,undefined,imperative
Mathematica,F#,0,undefined,multi
Mathematica,Batchfile,0,undefined,scripted
Mathematica,Mathematica,73,undefined,undefined
Mathematica,Crystal,0,undefined,oob
Mathematica,Apex,0,undefined,undefined
Mathematica,Elm,0,undefined,declarative
Mathematica,Smalltalk,0,undefined,oob
